Code,Country,Year,Health_Spending,Life_Expectancy,GDP_per_Capita
NLD,Netherlands,1987,1087.125,76.9,15579.004241
PRT,Portugal,2013,2500.17,80.9,27936.019656
PRT,Portugal,2012,2417.046,80.6,26438.02984
PRT,Portugal,2011,2455.566,80.7,26769.529113
PRT,Portugal,2010,2580.388,80.1,27257.232401
PRT,Portugal,2009,2513.508,79.7,26458.120577
PRT,Portugal,2008,2448.035,79.5,26665.829666
PRT,Portugal,2007,2300.555,79.3,25738.953427
PRT,Portugal,2006,2239.821,79.0,24682.565665
PRT,Portugal,2005,2183.712,78.2,22725.286697
PRT,Portugal,2004,2085.193,78.4,21478.442822
PRT,Portugal,2003,1921.77,77.5,20852.241768
PRT,Portugal,2002,1839.118,77.4,20356.66099
PRT,Portugal,2001,1710.288,77.2,19530.672243
SVK,Slovak Republic,2022,3126.111,77.0,40629.72238
SVK,Slovak Republic,2004,1100.581,74.2,15198.235186
SVK,Slovak Republic,2005,1191.447,74.1,16595.261602
SVK,Slovak Republic,1997,648.791,72.9,10083.928359
SVK,Slovak Republic,1998,663.114,72.8,10622.306274
SVK,Slovak Republic,2021,2921.945,74.6,37836.514597
SVK,Slovak Republic,2020,2448.986,77.0,34990.989221
SVK,Slovak Republic,2008,1687.058,74.9,23608.977522
SVK,Slovak Republic,2012,2097.401,76.3,27000.730262
SVK,Slovak Republic,2003,876.486,73.8,14166.188066
SVK,Slovak Republic,2002,868.625,73.8,13307.878099
SVK,Slovak Republic,2001,759.084,73.6,12388.117754
SVK,Slovak Republic,2000,690.63,73.3,11352.757373
SVK,Slovak Republic,1999,658.135,73.2,10714.989611
SVK,Slovak Republic,2011,1974.761,76.1,26260.184756
SVK,Slovak Republic,2010,2011.436,75.6,25218.341147
SVK,Slovak Republic,2009,1809.24,75.3,22946.343655
SVK,Slovak Republic,2007,1584.486,74.6,21140.876856
SVK,Slovak Republic,2006,1342.068,74.5,18851.239403
SVK,Slovak Republic,2014,2010.11,77.0,29029.587681
SVK,Slovak Republic,2013,2153.698,76.6,28021.090416
SVK,Slovak Republic,2019,2282.531,77.8,33949.002023
SVK,Slovak Republic,2018,2008.975,77.4,31374.187996
SVK,Slovak Republic,2017,1974.466,77.3,30147.015977
SVK,Slovak Republic,2016,2039.611,77.3,29737.53009
SVK,Slovak Republic,2015,2059.654,76.7,30062.179649
SVN,Slovenia,2013,2495.279,80.5,29979.618841
SVN,Slovenia,2002,1736.558,76.6,20236.432071
SVN,Slovenia,2001,1554.407,76.4,18954.829683
SVN,Slovenia,2000,1464.381,76.2,17999.253293
NZL,New Zealand,1991,1068.097,75.8,14520.056308
NZL,New Zealand,1990,1021.571,75.5,14688.699939
NZL,New Zealand,1989,949.194,75.2,14444.267459
NZL,New Zealand,1988,882.26,74.8,13861.703013
NZL,New Zealand,1987,765.165,74.5,13358.769437
NZL,New Zealand,1986,664.226,74.1,13227.026322
NZL,New Zealand,1985,603.958,74.0,12621.34145
NZL,New Zealand,1984,642.132,73.8,12276.25914
NZL,New Zealand,1983,632.1,73.7,11191.686706
NZL,New Zealand,1982,593.703,73.6,10425.213286
NZL,New Zealand,2023,6014.038,82.0,53801.799067
NZL,New Zealand,2022,6144.557,82.0,51947.523994
NZL,New Zealand,2021,4869.351,82.3,48171.435475
NZL,New Zealand,2020,4352.668,82.3,45221.877621
NZL,New Zealand,2019,4003.766,82.1,44862.748114
NZL,New Zealand,2018,3712.001,81.7,42312.890889
NZL,New Zealand,2017,3694.968,81.7,41996.799105
NZL,New Zealand,2016,3545.639,81.6,39709.384706
NZL,New Zealand,2015,3357.183,81.5,37255.411712
NZL,New Zealand,2014,3334.7,81.4,37089.225918
NZL,New Zealand,2013,3237.704,81.4,36085.485818
NZL,New Zealand,2012,3095.458,81.2,32917.669788
NZL,New Zealand,2011,3000.08,81.0,32639.0226
NZL,New Zealand,2010,2890.531,80.8,31127.321554
NZL,New Zealand,2009,2804.429,80.7,30574.237506
NZL,New Zealand,2007,2538.829,80.3,29273.951597
NZL,New Zealand,2006,2437.768,80.1,27663.916557
NOR,Norway,1991,1481.264,77.1,19566.023713
NOR,Norway,1996,1928.763,78.3,26818.371472
NOR,Norway,1995,1769.475,77.9,24345.328026
NOR,Norway,1994,1669.891,77.9,23010.058584
NOR,Norway,1992,1556.54,77.3,20611.168771
NOR,Norway,2008,4604.504,80.8,62075.513764
NOR,Norway,2007,4311.955,80.6,56183.130324
NOR,Norway,2006,3964.611,80.6,54365.411288
NOR,Norway,2005,3740.873,80.3,47969.885364
NOR,Norway,2004,3655.402,80.1,42672.099978
NOR,Norway,2003,3447.584,79.6,38683.481349
NOR,Norway,2002,3389.226,79.0,38057.575494
NOR,Norway,2000,2794.407,78.8,36986.22133
NOR,Norway,1999,2518.86,78.4,30573.137341
NOR,Norway,1998,2367.797,78.5,28201.383748
NOR,Norway,1990,1360.932,76.6,18450.60927
NOR,Norway,1989,1114.623,76.6,17505.509849
NOR,Norway,1988,1082.525,76.3,16743.323562
NOR,Norway,2023,8908.658,83.1,103994.094091
NOR,Norway,1993,1605.218,77.2,21569.204878
NOR,Norway,2001,2939.192,79.0,37831.391583
NOR,Norway,1997,2198.311,78.3,28604.387382
NOR,Norway,2022,8532.861,82.5,124255.730793
NOR,Norway,2021,7889.755,83.2,89214.420416
ESP,Spain,1977,252.837,74.2,5473.185411
ESP,Spain,1976,222.158,73.7,5070.731307
ESP,Spain,1975,185.536,73.4,4707.799042
ESP,Spain,1970,82.945,72.0,2766.918541
ESP,Spain,2003,2023.604,79.7,25042.410057
ESP,Spain,2004,2131.698,80.4,26182.634737
ESP,Spain,2005,2227.509,80.3,27600.937175
ESP,Spain,2002,1803.5,79.8,24376.32871
ESP,Spain,2001,1636.055,79.8,23003.462493
ESP,Spain,2000,1524.421,79.3,21594.171789
SWE,Sweden,2008,3402.014,81.3,41913.687143
SWE,Sweden,1973,359.452,74.9,6003.767908
SWE,Sweden,1972,331.43,74.8,5484.73887
SWE,Sweden,1971,306.455,74.7,5155.067219
SWE,Sweden,1970,272.021,74.7,4893.678706
SWE,Sweden,1983,1062.461,76.7,14004.877274
SWE,Sweden,1982,1023.628,76.4,13231.994658
SWE,Sweden,1981,965.788,76.1,12315.76221
SWE,Sweden,1980,898.168,75.8,11213.696998
SWE,Sweden,1979,772.527,75.6,10132.268953
SWE,Sweden,1978,694.59,75.5,9030.740936
SWE,Sweden,1977,648.715,75.5,8316.157707
SWE,Sweden,1976,560.474,75.0,7984.744888
SWE,Sweden,1975,501.884,75.0,7516.4197
SWE,Sweden,1974,420.103,75.0,6733.458846
SWE,Sweden,2007,3214.914,81.1,40823.629148
SWE,Sweden,2006,3001.015,81.0,37668.332324
SWE,Sweden,2005,2810.035,80.7,34209.078233
SWE,Sweden,2004,2773.219,80.7,33809.503665
SWE,Sweden,2003,2673.303,80.3,31793.278187
SWE,Sweden,2002,2634.873,80.0,30981.047895
SWE,Sweden,2000,2196.594,79.8,29632.768399
SWE,Sweden,1999,1959.359,79.6,27497.599714
SWE,Sweden,1998,1808.784,79.5,25893.081532
SWE,Sweden,1997,1709.688,79.4,24809.099591
SWE,Sweden,1996,1690.948,79.2,23939.458588
POL,Poland,2021,2751.857,75.4,40022.794634
POL,Poland,2023,3518.835,78.4,48135.925895
POL,Poland,2018,2106.662,77.7,31662.210541
POL,Poland,2022,3133.279,77.2,45478.986688
POL,Poland,2005,834.605,75.0,13898.413011
POL,Poland,2008,1222.748,75.6,18308.038986
POL,Poland,2009,1312.522,75.9,19073.688269
POL,Poland,2006,903.004,75.3,15155.926924
POL,Poland,2007,1050.973,75.4,16808.660985
POL,Poland,2004,837.474,74.9,13354.836593
POL,Poland,2003,781.498,74.7,12292.220893
POL,Poland,2001,668.561,74.2,11122.15225
POL,Poland,2000,604.28,73.8,10674.211305
POL,Poland,1999,572.471,73.1,10143.29528
POL,Poland,1998,497.351,73.1,9581.730131
PRT,Portugal,1998,1194.369,76.0,16686.941172
PRT,Portugal,2022,4593.89,81.8,44962.944391
PRT,Portugal,2021,4207.566,81.5,39036.337473
PRT,Portugal,2023,4713.082,82.5,49744.991311
PRT,Portugal,1974,111.436,68.2,3376.703741
PRT,Portugal,1973,97.436,67.6,3105.850577
PRT,Portugal,1972,77.362,68.4,2648.832642
PRT,Portugal,1971,54.353,66.4,2347.117634
PRT,Portugal,1970,44.598,66.7,2076.690462
PRT,Portugal,2000,1643.306,76.8,18879.063236
PRT,Portugal,1995,1009.62,75.4,14396.831007
PRT,Portugal,2018,3118.719,81.5,34928.544268
PRT,Portugal,2020,3554.732,81.5,35874.803071
PRT,Portugal,2019,3408.602,81.9,37845.192582
PRT,Portugal,1997,1144.238,75.8,15785.785868
PRT,Portugal,1996,1085.8,75.3,14916.452664
PRT,Portugal,1994,862.585,75.5,13560.403983
PRT,Portugal,1993,823.899,74.6,13181.652785
PRT,Portugal,1992,790.711,74.7,13159.672449
PRT,Portugal,1991,734.082,74.1,12722.669211
PRT,Portugal,1990,630.378,74.1,11758.066426
PRT,Portugal,1989,578.304,74.4,10861.381886
PRT,Portugal,1988,575.456,73.8,9788.683315
PRT,Portugal,1987,494.945,73.8,8773.504629
PRT,Portugal,1986,463.464,73.4,8034.533502
PRT,Portugal,1985,371.623,73.0,7562.750144
PRT,Portugal,1984,314.267,72.7,7146.428002
PRT,Portugal,1983,309.127,72.4,7053.750265
PRT,Portugal,1982,315.511,72.5,6829.152963
PRT,Portugal,1981,289.142,71.8,6336.303802
PRT,Portugal,1980,255.506,71.5,5745.397319
PRT,Portugal,1979,191.162,71.3,5092.940085
PRT,Portugal,1978,179.853,70.5,4499.70886
PRT,Portugal,1977,158.038,70.1,4133.403846
PRT,Portugal,1976,158.556,69.0,3724.528472
PRT,Portugal,1975,149.593,68.4,3397.515572
PRT,Portugal,2017,2895.201,81.6,33044.70015
PRT,Portugal,2016,2806.733,81.3,31607.75712
PRT,Portugal,2015,2630.198,81.3,29660.914626
PRT,Portugal,2014,2533.075,81.3,28742.418134
CHE,Switzerland,1984,1300.754,76.9,20356.024932
CHE,Switzerland,2020,7621.094,83.1,72997.822326
CHE,Switzerland,2021,8391.694,83.9,81603.187365
CHE,Switzerland,2022,9089.356,83.7,90732.723663
CHE,Switzerland,2019,7356.446,84.0,73732.233559
CHE,Switzerland,2010,5076.002,82.7,54342.569299
CHE,Switzerland,2011,5258.917,82.8,57515.816659
CHE,Switzerland,2012,5566.075,82.8,59440.934085
CHE,Switzerland,2013,5944.008,82.9,61656.490978
CHE,Switzerland,2014,6126.465,83.3,63417.043081
CHE,Switzerland,2015,6377.217,83.0,65265.050827
CHE,Switzerland,2016,6674.485,83.7,67350.735189
CHE,Switzerland,2017,6713.317,83.7,68193.502958
CHE,Switzerland,2018,6838.268,83.8,70688.840339
CHE,Switzerland,2023,9300.949,84.3,92580.228097
CHE,Switzerland,2003,3914.828,80.7,38448.898134
CHE,Switzerland,2004,4107.752,81.3,39885.80722
TUR,Türkiye,2010,843.709,74.3,17343.719987
TUR,Türkiye,1976,37.807,56.5,3263.523492
TUR,Türkiye,1975,41.765,56.1,2865.656887
TUR,Türkiye,1999,369.102,70.7,8625.279388
TUR,Türkiye,1992,182.732,68.2,9064.98509
TUR,Türkiye,1991,175.396,67.8,8501.467916
TUR,Türkiye,1984,91.92,60.9,5660.871136
TUR,Türkiye,1983,88.742,59.7,5248.062815
TUR,Türkiye,1982,80.066,58.9,4932.762416
TUR,Türkiye,1981,90.39,58.5,4599.783208
TUR,Türkiye,1980,73.429,58.1,4106.050683
TUR,Türkiye,1979,68.975,57.7,3940.59825
TUR,Türkiye,1978,61.946,57.3,3741.891611
TUR,Türkiye,1977,55.541,56.9,3515.30999
TUR,Türkiye,2009,815.119,74.1,15442.162008
TUR,Türkiye,2008,807.052,73.9,16038.231645
TUR,Türkiye,2007,733.393,73.7,14866.450205
SVN,Slovenia,2014,2499.108,81.2,30872.72888
SVN,Slovenia,2012,2431.003,80.3,29048.325999
SVN,Slovenia,2011,2376.637,80.1,28931.423641
SVN,Slovenia,2010,2319.66,79.8,27818.84242
SVN,Slovenia,2009,2265.869,79.4,27510.075821
SVN,Slovenia,2008,2297.536,79.1,29594.665839
SVN,Slovenia,2007,2066.109,78.4,27566.24759
SVN,Slovenia,2006,1985.701,78.3,25707.716944
SVN,Slovenia,2005,1900.012,77.5,23848.602419
SVN,Slovenia,2004,1857.695,77.2,22758.640818
SVN,Slovenia,2003,1786.221,76.4,21107.776198
SVN,Slovenia,2023,4555.585,82.0,54960.411152
SVN,Slovenia,2022,4353.424,81.3,51364.489967
SVN,Slovenia,2021,3894.257,80.7,46509.757058
SVN,Slovenia,2020,3756.19,80.6,42033.258612
SVN,Slovenia,2019,3435.496,81.6,42735.107154
SVN,Slovenia,2018,3045.106,81.5,39008.297051
SVN,Slovenia,2017,2832.649,81.2,36517.579273
SVN,Slovenia,2016,2738.221,81.2,33942.76789
ESP,Spain,1981,360.718,75.7,7559.491368
ESP,Spain,2009,2766.765,81.9,32088.255409
ESP,Spain,2008,2693.857,81.5,33242.245427
ESP,Spain,2007,2503.205,81.1,32470.306607
ESP,Spain,2006,2408.671,81.1,30745.509492
ESP,Spain,2019,3822.099,84.0,43767.034223
ESP,Spain,2018,3480.979,83.5,40776.768298
ESP,Spain,2017,3369.692,83.4,39601.479631
ESP,Spain,2016,3198.021,83.5,37333.06491
ESP,Spain,2015,3064.9,83.0,34945.481614
ESP,Spain,2014,2897.472,83.3,33558.976673
ESP,Spain,2013,2800.97,83.2,32463.123679
ESP,Spain,2012,2760.393,82.5,31724.785352
ESP,Spain,2011,2761.446,82.6,31872.363088
ESP,Spain,2010,2764.455,82.4,31687.026072
ESP,Spain,1999,1370.226,78.8,19962.792109
ESP,Spain,1998,1302.216,78.8,19100.967263
ESP,Spain,1997,1231.709,78.8,17912.763355
ESP,Spain,1996,1179.649,78.3,16976.240692
ESP,Spain,1995,1126.422,78.1,16278.859958
ESP,Spain,1985,444.826,76.4,9397.943746
ESP,Spain,1984,429.322,76.4,8935.963034
ESP,Spain,1983,420.561,76.1,8508.252657
ESP,Spain,1994,1052.732,78.0,15539.111812
ESP,Spain,1993,1028.815,77.7,14886.723124
ESP,Spain,1992,980.256,77.6,14725.719631
ESP,Spain,1991,898.566,77.1,14298.411152
ESP,Spain,1990,821.612,76.9,13511.222342
ESP,Spain,1989,713.121,77.0,12568.255219
ESP,Spain,1988,637.536,76.9,11559.567618
ESP,Spain,1987,521.844,76.9,10647.838076
ESP,Spain,1986,471.809,76.7,9869.057617
ESP,Spain,2023,4927.171,84.0,52944.557839
ESP,Spain,2022,4743.699,83.2,48655.652915
ESP,Spain,2021,4405.28,83.3,43659.596243
ESP,Spain,2020,3996.229,82.3,38984.482281
ESP,Spain,1980,330.26,75.5,6957.779213
ESP,Spain,1979,296.795,75.0,6311.083208
ESP,Spain,1978,276.823,74.4,5877.44137
GBR,United Kingdom,2014,3787.225,81.1,41281.542063
GBR,United Kingdom,2013,3696.888,80.9,39968.102283
GBR,United Kingdom,2012,3583.624,80.8,38340.215681
GBR,United Kingdom,2011,3439.353,80.7,37208.971903
GBR,United Kingdom,2010,3377.766,80.4,36491.346386
GBR,United Kingdom,2009,3252.629,80.1,35031.900055
GBR,United Kingdom,2008,3201.19,79.6,36734.676772
GBR,United Kingdom,2007,3061.545,79.5,35525.293924
GBR,United Kingdom,2006,2911.825,79.3,34746.155294
GBR,United Kingdom,2005,2727.31,79.0,32719.743558
GBR,United Kingdom,2004,2722.725,78.8,32075.752476
GBR,United Kingdom,2003,2459.016,78.3,30322.920667
GBR,United Kingdom,2002,2336.532,78.2,29091.26654
GBR,United Kingdom,2001,2086.62,78.0,27918.679367
GBR,United Kingdom,2000,1889.472,77.8,26532.76937
GBR,United Kingdom,1999,1665.462,77.4,24492.865796
GBR,United Kingdom,1998,1567.906,77.2,23692.600165
USA,United States,2000,4537.621,76.8,36299.662179
USA,United States,1994,3430.917,75.7,27660.268357
USA,United States,1992,3099.619,75.8,25378.624641
USA,United States,1993,3285.597,75.5,26350.492927
USA,United States,1979,908.963,73.9,11671.536965
USA,United States,1978,808.884,73.5,10562.860184
USA,United States,1977,726.241,73.3,9450.431025
USA,United States,1976,638.851,72.9,8590.244216
USA,United States,1975,560.75,72.6,7801.167695
USA,United States,1974,495.114,72.0,7224.204995
USA,United States,1973,439.302,71.4,6725.406839
USA,United States,1972,397.097,71.2,6093.20516
USA,United States,1971,357.988,71.1,5608.545346
USA,United States,1970,326.961,70.8,5233.352349
SWE,Sweden,1995,1594.551,79.0,23061.513748
SWE,Sweden,1994,1518.882,78.9,21831.742667
SWE,Sweden,1992,1537.104,78.2,20785.78915
SWE,Sweden,1991,1480.334,77.8,20682.560838
SWE,Sweden,1990,1489.607,77.7,20375.069195
SWE,Sweden,1989,1413.043,77.8,19644.257086
SWE,Sweden,1988,1302.813,77.1,18538.742703
SWE,Sweden,1987,1235.858,77.2,17539.275272
SWE,Sweden,1986,1155.072,77.0,16616.011307
SWE,Sweden,1985,1120.639,76.8,15899.104251
SWE,Sweden,1984,1122.603,76.9,15109.330744
SWE,Sweden,2001,2398.864,79.9,29946.5572
SWE,Sweden,2011,4468.222,81.9,44334.461731
SWE,Sweden,1993,1522.348,78.2,20734.21343
SWE,Sweden,2023,7363.981,83.4,68857.135578
SWE,Sweden,2022,6976.458,83.1,66715.507914
SWE,Sweden,2021,6617.103,83.1,63124.604539
SWE,Sweden,2020,6068.716,82.4,57489.277663
SWE,Sweden,2019,5791.888,83.2,57046.427857
SWE,Sweden,2018,5452.726,82.6,53122.462047
SWE,Sweden,2017,5249.588,82.5,51474.108635
SWE,Sweden,2016,5162.539,82.4,50289.792031
SWE,Sweden,2015,5029.867,82.2,48772.048226
SWE,Sweden,2014,4884.905,82.3,46836.959518
SWE,Sweden,2013,4745.65,82.0,46105.097397
SWE,Sweden,2012,4699.39,81.8,45217.074504
SWE,Sweden,2010,3412.017,81.6,41961.165096
CHE,Switzerland,2007,4597.507,82.0,50589.665305
CHE,Switzerland,1973,440.555,74.1,9162.775246
CHE,Switzerland,1972,405.801,73.8,8482.030057
CHE,Switzerland,1971,376.954,73.3,7950.547488
CHE,Switzerland,1970,326.488,73.2,7359.164969
CHE,Switzerland,1983,1251.923,76.2,19141.583839
CHE,Switzerland,1982,1146.616,76.3,18344.846471
CHE,Switzerland,1981,1068.218,75.9,17610.299284
CHE,Switzerland,1980,960.46,75.7,15943.426406
CHE,Switzerland,1979,843.236,75.7,14054.934073
CHE,Switzerland,1978,764.161,75.4,12699.234933
CHE,Switzerland,1977,690.363,75.5,11846.555142
CHE,Switzerland,1976,636.724,75.0,10859.518308
CHE,Switzerland,1975,585.001,74.9,10325.130624
CHE,Switzerland,1974,508.226,74.5,10103.045083
CHE,Switzerland,2008,4905.058,82.3,53498.013101
CHE,Switzerland,2009,5059.531,82.3,52730.63307
CHE,Switzerland,2005,4106.058,81.5,41244.643767
CHE,Switzerland,2002,3887.068,80.6,38410.604089
CHE,Switzerland,1995,2610.801,78.7,30564.557005
CHE,Switzerland,2001,3555.288,80.5,37518.643195
CHE,Switzerland,2000,3327.067,80.0,36349.369952
CHE,Switzerland,1998,2989.838,79.6,33542.630813
CHE,Switzerland,1999,3103.729,79.9,34401.809168
CHE,Switzerland,1997,2873.379,79.4,32434.883646
CHE,Switzerland,1996,2766.23,79.2,31231.682419
CHE,Switzerland,1994,2626.136,78.7,30060.312996
CHE,Switzerland,1993,2491.96,78.4,29262.3723
CHE,Switzerland,1992,2433.826,78.1,28809.517519
CHE,Switzerland,1991,2334.232,77.8,28437.995128
CHE,Switzerland,1990,2135.782,77.5,28104.347373
CHE,Switzerland,1989,2018.078,77.7,26414.732845
CHE,Switzerland,1988,1856.606,77.5,24551.221594
CHE,Switzerland,1987,1720.313,77.5,23144.310983
CHE,Switzerland,1986,1600.991,77.2,22389.133489
CHE,Switzerland,1985,1486.958,77.0,21677.338302
BGR,Bulgaria,2014,1438.108,74.5,17616.257914
BGR,Bulgaria,2013,1257.65,74.9,16649.45352
BGR,Bulgaria,2012,1256.274,74.4,16327.309222
BGR,Bulgaria,2011,1137.569,74.2,15747.416423
BGR,Bulgaria,2010,1032.839,73.8,14680.598971
BGR,Bulgaria,2005,711.298,72.5,10183.855612
BGR,Bulgaria,2004,655.482,72.5,9125.706339
BGR,Bulgaria,2003,626.026,72.3,8365.618143
BGR,Bulgaria,2023,2859.626,75.8,38610.956652
BGR,Bulgaria,2022,2602.435,74.2,35469.864618
CHN,China (People’s Republic of),2015,640.023,77.0,13169.224275
CHN,China (People’s Republic of),2014,600.448,76.7,12658.000237
CHN,China (People’s Republic of),2013,566.904,76.5,11976.363401
CHN,China (People’s Republic of),2012,514.271,76.2,11192.400712
CHN,China (People’s Republic of),2011,443.965,75.9,10261.470654
CHN,China (People’s Republic of),2022,1223.425,78.2,22506.21601
CHN,China (People’s Republic of),2021,1109.462,78.1,20403.262948
CHN,China (People’s Republic of),2020,1030.111,78.0,17878.556904
CHN,China (People’s Republic of),2019,949.352,77.9,17233.590833
CHN,China (People’s Republic of),2018,851.444,77.7,15976.730448
CHN,China (People’s Republic of),2017,772.763,77.2,14709.332341
HRV,Croatia,2010,1562.138,76.7,20089.768106
HRV,Croatia,2020,2314.93,77.6,30693.36214
HRV,Croatia,2017,1798.929,78.0,27358.505012
HRV,Croatia,2019,2148.018,78.6,32315.22061
HRV,Croatia,2018,1929.024,78.2,29136.825311
HRV,Croatia,2009,1552.328,76.3,20269.675241
HRV,Croatia,2008,1550.579,76.0,21028.703613
TUR,Türkiye,2006,677.859,73.4,13641.564385
TUR,Türkiye,2005,588.128,73.1,11910.606724
TUR,Türkiye,2004,558.553,72.7,10884.566881
TUR,Türkiye,2003,509.673,72.3,9597.982685
TUR,Türkiye,2002,519.978,71.9,9279.072677
TUR,Türkiye,2001,472.976,71.5,9144.275914
TUR,Türkiye,2000,432.141,71.1,9475.973841
TUR,Türkiye,1990,152.481,67.5,8286.090386
TUR,Türkiye,1989,128.545,65.7,7435.715016
TUR,Türkiye,1988,119.794,65.2,7260.899271
TUR,Türkiye,1987,99.289,64.4,6985.825964
TUR,Türkiye,1986,96.084,63.2,6334.222967
TUR,Türkiye,1985,69.653,62.1,5937.872757
TUR,Türkiye,1998,299.802,70.3,8937.31744
TUR,Türkiye,1997,266.497,70.1,11648.768347
TUR,Türkiye,1996,231.057,69.7,10828.153301
TUR,Türkiye,1995,175.472,69.3,10104.254317
TUR,Türkiye,1994,179.596,68.9,9376.98651
TUR,Türkiye,1993,197.035,68.5,9865.662001
TUR,Türkiye,2022,1653.818,77.3,38355.113006
TUR,Türkiye,2021,1588.325,77.5,31637.647288
TUR,Türkiye,2020,1382.389,77.7,28680.085701
TUR,Türkiye,2019,1310.831,78.3,28461.32656
TUR,Türkiye,2018,1205.305,78.6,28299.469697
TUR,Türkiye,2017,1175.655,78.3,28193.061398
TUR,Türkiye,2016,1128.754,78.0,26695.909373
TUR,Türkiye,2015,1040.373,78.0,25855.912681
TUR,Türkiye,2014,1006.772,78.0,24104.984583
TUR,Türkiye,2013,947.74,78.0,22373.136543
TUR,Türkiye,2012,894.741,74.6,20627.440729
GBR,United Kingdom,1995,1093.911,76.6,20578.913183
GBR,United Kingdom,1970,123.978,71.9,3628.691647
GBR,United Kingdom,1997,1510.223,77.0,23066.34744
GBR,United Kingdom,2023,6412.448,81.0,58906.197905
GBR,United Kingdom,1980,385.056,73.6,8625.005787
GBR,United Kingdom,1971,134.157,71.9,3925.37236
GBR,United Kingdom,1994,1058.561,76.7,19713.945999
GBR,United Kingdom,1993,995.617,76.1,18634.58034
GBR,United Kingdom,1992,930.597,76.2,17800.676223
GBR,United Kingdom,1991,842.703,75.9,17378.588908
GBR,United Kingdom,1990,782.524,75.7,17057.305444
GBR,United Kingdom,1989,739.63,75.4,16368.109789
GBR,United Kingdom,1988,687.972,75.2,15398.277953
GBR,United Kingdom,2017,4084.405,81.1,46061.354379
GBR,United Kingdom,2016,3984.376,81.0,44057.689096
GBR,United Kingdom,2015,3843.0,80.9,42500.909156
GBR,United Kingdom,1987,634.885,75.1,14094.967049
GBR,United Kingdom,1986,578.545,74.8,13078.657528
GBR,United Kingdom,1985,549.547,74.5,12457.483039
GBR,United Kingdom,2022,6187.968,80.9,56761.507972
GBR,United Kingdom,2021,5784.65,80.5,52841.89224
GBR,United Kingdom,2020,5380.946,80.3,48006.081301
GBR,United Kingdom,2019,4569.446,81.4,49940.54115
GBR,United Kingdom,2018,4215.219,81.0,47107.7092
GBR,United Kingdom,1984,521.463,74.6,11624.521996
GBR,United Kingdom,1983,501.867,74.3,10988.924612
GBR,United Kingdom,1982,448.427,74.0,10150.875881
GBR,United Kingdom,1981,433.909,73.9,9362.090901
ROU,Romania,2007,684.556,73.1,13703.195575
ROU,Romania,2006,577.678,72.5,11556.620787
ROU,Romania,2003,437.539,71.0,7560.391144
ROU,Romania,2004,527.776,71.4,8990.533119
ROU,Romania,2020,2218.328,74.2,34239.848666
ROU,Romania,2011,833.246,74.4,18802.767446
ROU,Romania,2021,2107.983,72.8,37962.584328
ROU,Romania,2023,2311.482,76.4,47907.19028
ROU,Romania,2022,2123.176,75.1,42968.000515
ROU,Romania,2018,1659.324,75.3,29553.161818
ROU,Romania,2019,1970.13,75.6,33511.613305
ROU,Romania,2017,1413.857,75.2,26937.57647
ROU,Romania,2013,1035.042,75.1,19672.3377
ROU,Romania,2005,542.398,71.9,9602.147673
ROU,Romania,2008,834.552,73.5,16782.231204
ROU,Romania,2009,841.725,73.7,16631.435371
ROU,Romania,2010,979.21,73.7,17353.080027
ROU,Romania,2014,1047.793,75.0,20624.326685
ROU,Romania,2012,889.509,74.4,19807.101207
ZAF,South Africa,2015,1134.072,64.1,13941.996711
ZAF,South Africa,2014,1099.582,63.2,13815.551011
ZAF,South Africa,2013,1135.803,62.4,13787.93583
ZAF,South Africa,2012,1094.537,61.7,13356.612371
ZAF,South Africa,2011,1066.19,60.6,13503.769127
USA,United States,1999,4260.345,76.7,34479.794364
USA,United States,2021,12375.208,76.4,70987.886884
USA,United States,2020,11926.393,77.0,64264.466546
USA,United States,2019,10854.203,78.8,65115.124065
USA,United States,1998,4059.751,76.7,32817.981996
USA,United States,1997,3892.555,76.5,31424.438925
USA,United States,1996,3736.053,76.1,29932.157767
USA,United States,1995,3585.397,75.8,28657.512716
USA,United States,2023,13817.649,78.4,81585.165032
USA,United States,2022,12898.24,77.5,77177.990695
USA,United States,1991,2901.082,75.5,24289.547588
USA,United States,1990,2684.748,75.4,23835.319229
USA,United States,1989,2424.654,75.1,22804.674457
USA,United States,1988,2195.392,74.9,21367.896156
USA,United States,1987,1976.166,74.9,19993.226076
USA,United States,1986,1847.773,74.7,19027.646323
USA,United States,1985,1735.156,74.7,18192.326398
USA,United States,1984,1590.667,74.7,17080.014721
USA,United States,1983,1451.945,74.6,15508.007835
USA,United States,1982,1329.669,74.5,14399.353194
USA,United States,1981,1191.537,74.1,13943.171542
USA,United States,1980,1036.3,73.7,12547.12681
USA,United States,2018,10436.469,78.7,62825.100215
USA,United States,2017,10036.584,78.6,60001.535826
USA,United States,2016,9715.871,78.7,57930.966178
USA,United States,2015,9355.481,78.7,56796.897362
USA,United States,2014,8926.993,78.9,55094.126739
USA,United States,2013,8520.068,78.8,53234.74057
USA,United States,2012,8347.52,78.8,51644.991659
USA,United States,2011,8080.651,78.7,49951.910854
USA,United States,2010,7880.057,78.7,48570.292959
USA,United States,2009,7645.901,78.5,47122.988543
USA,United States,2008,7386.164,78.2,48498.445211
USA,United States,2007,7168.289,78.1,47976.201209
USA,United States,2006,6810.461,77.8,46234.10571
USA,United States,2005,6432.954,77.6,44052.382996
USA,United States,2004,6071.449,77.6,41659.662691
